female,born_germany,parent_nongermany,sportsclub_4_7,music_4_7,urban,yob_1998.0,yob_1999.0,yob_2000.0,yob_2001.0,yob_2002.0,yob_2003.0,abi_p,real_p,haupt_p,education_unknown,female parent_nongermany,female sportsclub_4_7,female music_4_7,female urban,parent_nongermany^2,parent_nongermany sportsclub_4_7,parent_nongermany music_4_7,parent_nongermany urban,sportsclub_4_7 music_4_7,sportsclub_4_7 urban,music_4_7 urban,ps,treat,oweight,sportsclub,sport_hrs,kommheard,kommgotten,kommused
0,1,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6947419887169157,1.0,0.0,1.0,10.0,1.0,0.0,0.0
1,1,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28957371909964025,1.0,0.0,1.0,7.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34780680521513274,1.0,1.0,1.0,14.0,1.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716794296118124,1.0,0.0,0.0,1.5,0.0,0.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6239617668337333,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3980396377387295,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716794296118124,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5986799649226688,1.0,0.0,1.0,2.5,1.0,0.0,0.0
0,1,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28899874922678503,1.0,1.0,0.0,3.0,1.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,0.0,1.0,7.0,1.0,1.0,1.0
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368419285033485,1.0,1.0,1.0,8.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689243995291384,1.0,0.0,0.0,6.0,0.0,0.0,0.0
0,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6903123722349669,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.663313282167195,1.0,0.0,0.0,3.0,1.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744244072196313,1.0,0.0,1.0,2.5,1.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6453015663893569,1.0,0.0,0.0,0.5,1.0,1.0,0.0
0,1,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25361605214369715,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6535738229999046,1.0,0.0,0.0,2.5,1.0,1.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993515863098955,1.0,0.0,1.0,10.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7685556591455025,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6427134721039759,1.0,0.0,0.0,5.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097491996276825,1.0,0.0,1.0,4.5,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7263615524822624,1.0,0.0,0.0,2.0,1.0,1.0,1.0
0,1,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7445730048974659,1.0,0.0,0.0,6.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,0.0,1.0,8.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28899874922678503,1.0,0.0,0.0,4.0,0.0,0.0,0.0
0,1,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35954058278940215,1.0,0.0,1.0,6.5,1.0,1.0,1.0
0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097491996276825,1.0,0.0,0.0,8.0,1.0,1.0,1.0
1,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993515863098955,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,0.0,1.0,15.0,1.0,0.0,0.0
1,1,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6386398034199422,1.0,0.0,1.0,4.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5823070259755389,1.0,0.0,1.0,11.0,1.0,1.0,1.0
0,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254853722798892,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,1.0,0.0,3.0,1.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7113660576389848,1.0,0.0,1.0,7.0,1.0,1.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6427134721039759,1.0,0.0,1.0,12.5,0.0,0.0,0.0
0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.758868496146848,1.0,0.0,1.0,4.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32449396417756904,1.0,0.0,1.0,3.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716794296118124,1.0,0.0,1.0,2.5,1.0,1.0,0.0
1,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43296965006849936,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6015423954184596,1.0,0.0,0.0,6.0,1.0,0.0,0.0
0,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29966011840013096,1.0,1.0,1.0,9.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7685556591455025,1.0,0.0,0.0,8.0,1.0,1.0,1.0
1,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263996623299002,1.0,0.0,1.0,4.0,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6451517235739708,1.0,0.0,1.0,5.0,1.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7685556591455025,1.0,0.0,0.0,0.5,1.0,1.0,1.0
0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35646344778108385,1.0,0.0,1.0,14.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716794296118124,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7004003184363586,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.688686530483102,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32449396417756904,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1,1,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6701827506973101,1.0,0.0,0.0,4.0,0.0,0.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6866544970138064,1.0,0.0,0.0,6.0,1.0,1.0,0.0
1,0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7480493049539075,1.0,0.0,1.0,4.5,0.0,0.0,0.0
0,1,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6362559307684075,1.0,0.0,1.0,4.5,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7263615524822624,1.0,0.0,1.0,5.0,1.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.748782890543957,1.0,0.0,0.0,1.5,0.0,0.0,0.0
1,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263996623299002,1.0,0.0,1.0,9.5,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993515863098955,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682494484264198,1.0,0.0,1.0,5.0,1.0,1.0,1.0
1,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.663313282167195,1.0,0.0,1.0,6.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6406101770380666,1.0,0.0,1.0,3.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6659719236209682,1.0,0.0,0.0,2.0,1.0,1.0,0.0
1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790273744176231,1.0,0.0,0.0,1.5,1.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502713029817673,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36788443867210663,1.0,0.0,0.0,2.5,0.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7023929729424536,1.0,0.0,1.0,7.5,0.0,0.0,0.0
0,1,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4089139019693265,1.0,0.0,1.0,6.0,1.0,1.0,0.0
0,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6978913956423566,1.0,0.0,0.0,0.5,1.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6453015663893569,1.0,0.0,0.0,1.5,1.0,1.0,1.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.748782890543957,1.0,0.0,0.0,1.5,0.0,0.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6866544970138064,1.0,0.0,0.0,1.0,1.0,1.0,1.0
0,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5794030298151438,1.0,0.0,1.0,10.0,1.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6562695183032125,1.0,0.0,0.0,3.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,1,0,0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7138089665182842,1.0,0.0,1.0,2.0,0.0,0.0,0.0
1,1,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31876826152456356,1.0,0.0,0.0,3.5,1.0,1.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682494484264198,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1,1,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26842250047160093,1.0,0.0,1.0,9.0,1.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.63725831046192,1.0,0.0,0.0,3.0,1.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6454478318673169,1.0,0.0,1.0,6.0,1.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689243995291384,1.0,0.0,1.0,8.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682494484264198,1.0,1.0,1.0,2.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.63725831046192,1.0,0.0,1.0,3.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993515863098955,1.0,0.0,0.0,0.5,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6993515863098955,1.0,0.0,0.0,1.5,1.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6427134721039759,1.0,0.0,0.0,3.5,0.0,0.0,0.0
0,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742921767320357,1.0,1.0,1.0,5.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43296965006849936,1.0,0.0,1.0,6.0,1.0,1.0,1.0
0,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6978913956423566,1.0,0.0,0.0,10.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.663313282167195,1.0,0.0,1.0,5.5,1.0,1.0,1.0
0,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6451517235739708,1.0,0.0,0.0,1.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.579243499912273,1.0,0.0,1.0,14.0,0.0,0.0,0.0
0,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6877566317770943,1.0,0.0,0.0,0.5,1.0,1.0,0.0
0,1,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6947419887169157,1.0,0.0,1.0,4.0,1.0,0.0,0.0
1,1,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45271506642429404,1.0,0.0,0.0,7.0,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.579243499912273,1.0,0.0,1.0,3.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7685556591455025,1.0,0.0,0.0,1.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.579243499912273,1.0,0.0,1.0,10.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29888206772559395,1.0,0.0,0.0,4.5,1.0,1.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6763176065862264,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,0.0,1.0,10.5,1.0,0.0,0.0
1,0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7675744963881771,1.0,0.0,0.0,2.5,0.0,0.0,0.0
0,1,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.758868496146848,1.0,0.0,0.0,3.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682494484264198,1.0,0.0,0.0,1.5,0.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7023929729424536,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1,1,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3753665965309305,1.0,0.0,0.0,1.5,0.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6453015663893569,1.0,0.0,0.0,3.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6787215993136699,1.0,0.0,0.0,3.5,1.0,0.0,0.0
