female,born_germany,parent_nongermany,sportsclub_4_7,music_4_7,urban,yob_1998.0,yob_1999.0,yob_2000.0,yob_2001.0,yob_2002.0,yob_2003.0,abi_p,real_p,haupt_p,education_unknown,female parent_nongermany,female sportsclub_4_7,female music_4_7,female urban,parent_nongermany^2,parent_nongermany sportsclub_4_7,parent_nongermany music_4_7,parent_nongermany urban,sportsclub_4_7 music_4_7,sportsclub_4_7 urban,music_4_7 urban,ps,treat,oweight,sportsclub,sport_hrs,kommheard,kommgotten,kommused
0,1,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7057700540547925,1.0,0.0,1.0,6.5,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716794296118124,1.0,0.0,1.0,4.0,1.0,1.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6341751281228051,1.0,0.0,1.0,2.0,1.0,1.0,1.0
0,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6451517235739708,1.0,0.0,1.0,8.5,1.0,1.0,1.0
0,1,1.0,0.0,1.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3442754152606409,1.0,1.0,0.0,0.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6451517235739708,1.0,0.0,0.0,8.0,1.0,1.0,1.0
1,1,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3753665965309305,1.0,0.0,1.0,3.0,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.579243499912273,1.0,0.0,1.0,4.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6343269788643561,1.0,1.0,1.0,8.0,1.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6713596830748599,1.0,0.0,1.0,6.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744244072196313,1.0,0.0,1.0,5.5,0.0,0.0,0.0
0,1,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7057700540547925,1.0,1.0,0.0,5.0,0.0,0.0,0.0
1,1,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.72157179208627,1.0,1.0,0.0,1.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6946031474367601,1.0,0.0,0.0,8.0,0.0,0.0,0.0
1,1,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6975512159953218,1.0,0.0,1.0,6.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41820109989920445,1.0,0.0,0.0,3.5,0.0,0.0,0.0
1,1,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263996623299002,1.0,0.0,1.0,4.5,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6813170252392992,1.0,0.0,0.0,3.5,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790273744176231,1.0,0.0,1.0,6.0,1.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6453015663893569,1.0,0.0,0.0,4.0,1.0,1.0,1.0
1,1,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6677694103352744,1.0,0.0,0.0,0.5,1.0,1.0,1.0
1,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6535738229999046,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6500437876535777,1.0,0.0,0.0,1.5,1.0,1.0,1.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,0.0,1.0,7.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153308406268245,1.0,0.0,0.0,10.0,1.0,1.0,1.0
1,1,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31414319455428275,1.0,0.0,0.0,2.0,1.0,1.0,1.0
1,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7685556591455025,1.0,0.0,0.0,0.5,1.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.652595964084341,1.0,0.0,0.0,1.5,1.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6454478318673169,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682494484264198,1.0,0.0,1.0,6.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153308406268245,1.0,0.0,0.0,3.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5986799649226688,1.0,0.0,1.0,2.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32449396417756904,1.0,1.0,1.0,5.0,1.0,1.0,1.0
1,1,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31414319455428275,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6453015663893569,1.0,0.0,1.0,5.5,1.0,1.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6763176065862264,1.0,0.0,1.0,10.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32449396417756904,1.0,1.0,0.0,4.0,0.0,0.0,0.0
1,1,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7176724001521039,1.0,1.0,0.0,30.0,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6946031474367601,1.0,1.0,0.0,10.0,0.0,0.0,0.0
1,1,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.716794296118124,1.0,1.0,0.0,5.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6341751281228051,1.0,1.0,0.0,6.0,0.0,0.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6343269788643561,1.0,0.0,1.0,7.0,1.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6535738229999046,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7231425101016288,1.0,0.0,0.0,9.0,0.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5882314802000684,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1,1,0.0,1.0,0.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6562695183032125,1.0,0.0,1.0,3.0,0.0,0.0,0.0
1,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3160165424968894,1.0,1.0,1.0,5.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790273744176231,1.0,0.0,1.0,9.0,1.0,1.0,1.0
1,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4220475968612059,1.0,0.0,1.0,4.0,1.0,1.0,1.0
0,1,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.742921767320357,1.0,0.0,0.0,2.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,0.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26906063015301124,1.0,0.0,1.0,8.0,1.0,1.0,0.0
0,0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7179084863629698,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6239617668337333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6978913956423566,1.0,0.0,0.0,4.5,1.0,1.0,0.0
0,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5823070259755389,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744244072196313,1.0,0.0,0.0,4.0,1.0,1.0,1.0
1,1,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26672126987972045,1.0,0.0,0.0,2.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6659719236209682,1.0,0.0,0.0,1.5,1.0,1.0,1.0
1,1,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7263615524822624,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6341751281228051,1.0,1.0,0.0,8.0,1.0,1.0,1.0
0,1,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5794030298151438,1.0,0.0,0.0,2.5,1.0,1.0,1.0
0,1,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7155619474498235,1.0,1.0,1.0,1.5,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254853722798892,1.0,1.0,0.0,1.5,0.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6682494484264198,1.0,0.0,0.0,1.5,0.0,0.0,0.0
1,1,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6107183401246519,1.0,0.0,0.0,3.5,0.0,0.0,0.0
1,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35237336512895223,1.0,0.0,1.0,5.0,1.0,0.0,0.0
0,1,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254853722798892,1.0,0.0,0.0,4.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36788443867210663,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6239617668337333,1.0,0.0,0.0,1.5,0.0,0.0,0.0
1,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3160165424968894,1.0,0.0,1.0,5.0,1.0,0.0,0.0
0,1,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6712152397618141,1.0,0.0,1.0,6.5,0.0,0.0,0.0
0,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29966011840013096,1.0,1.0,1.0,7.0,0.0,0.0,0.0
0,1,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25361605214369715,1.0,0.0,1.0,7.0,1.0,1.0,1.0
0,0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7518979147153542,1.0,0.0,0.0,2.0,0.0,0.0,0.0
