index,female,born_germany,parent_nongermany,sportsclub_4_7,music_4_7,urban,anz_osiblings,yob_1998.0,yob_1999.0,yob_2000.0,yob_2001.0,yob_2002.0,yob_2003.0,abi_p,real_p,haupt_p,kindergarten_stats_unknown,parent_nongerman_unknown,education_unknown,anz_osiblings_unknown,ps,treat,sportsclub,sport_hrs,oweight,kommheard,kommgotten,kommused
2668,1,1,0.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.43960788389841354,1.0,1.0,8.5,0.0,1.0,0.0,0.0
2669,0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6978894161201953,1.0,1.0,8.0,0.0,1.0,1.0,1.0
2670,1,1,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.2282155863883638,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2671,0,1,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7150052804456544,1.0,1.0,10.0,0.0,1.0,1.0,1.0
2672,1,1,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0.8326052119161552,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2673,0,1,1.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0,0,0,0.8540000000000001,1.0,0.0,5.0,0.0,0.0,0.0,0.0
2674,1,1,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.5831148276348628,1.0,1.0,5.0,0.0,1.0,1.0,0.0
2675,1,1,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.26027053289026897,1.0,1.0,5.0,0.0,0.0,0.0,0.0
2676,0,1,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7181813174386933,1.0,0.0,1.5,0.0,1.0,1.0,0.0
2677,0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.2592303454703239,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2678,0,1,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6228516327893694,1.0,1.0,2.0,0.0,1.0,1.0,0.0
2679,1,1,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.6265151346795712,1.0,1.0,3.5,0.0,0.0,0.0,0.0
2680,1,1,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.4836960315528144,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2681,0,1,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.5845629495073235,1.0,1.0,5.0,0.0,1.0,0.0,0.0
2682,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.23655643651323666,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2683,0,1,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.4461839414936587,1.0,0.0,3.0,0.0,1.0,0.0,0.0
2684,0,0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.02,0.0,1.0,5.0,0.0,0.0,0.0,0.0
2685,0,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.31939504299290733,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2686,1,1,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0.11708333333333334,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2687,0,1,0.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.20546786446536414,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2688,0,1,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6750592540188513,1.0,0.0,2.0,0.0,1.0,0.0,0.0
2689,1,1,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7220112324419077,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2690,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.194563977826466,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2691,0,0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,0.24605555555555556,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2692,1,1,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,1.0,0.0,0,0,0,0,0.38344444444444464,0.0,1.0,5.0,1.0,0.0,0.0,0.0
2693,1,1,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0,0,0,0.21580784652224277,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2694,1,1,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6352442297741765,1.0,1.0,6.0,0.0,0.0,0.0,0.0
2695,0,1,0.0,1.0,1.0,0.0,2.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.357409716928276,1.0,1.0,2.0,0.0,1.0,1.0,1.0
2696,1,1,0.0,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.34706838996620926,1.0,1.0,4.5,0.0,1.0,1.0,1.0
2697,1,1,0.0,0.0,1.0,0.0,3.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7564087301587301,1.0,0.0,3.0,0.0,1.0,1.0,0.0
2698,1,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.28020052955242813,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2699,1,1,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7184312185062305,1.0,1.0,5.0,0.0,1.0,1.0,0.0
2700,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0.0,1.0,0.0,0,0,0,0,0.11199999999999999,0.0,0.0,3.5,1.0,0.0,0.0,0.0
2701,1,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,1,0,0,0,0.5243333333333332,1.0,0.0,3.0,0.0,1.0,0.0,0.0
2702,1,1,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0,0,0.8243895502502313,1.0,0.0,0.5,0.0,1.0,0.0,0.0
2703,1,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,1,1,0,0.8669727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,1,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.3858740291954691,1.0,0.0,0.5,1.0,1.0,1.0,0.0
2705,1,1,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7427518198488741,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2706,1,1,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,0,0.370297619047619,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2707,1,1,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.75824889117995,1.0,1.0,12.0,0.0,1.0,1.0,0.0
2708,1,1,1.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,1.0,0.0,0,0,0,0,0.068125,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2709,1,1,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,1.0,0.0,0.0,0,0,0,0,0.2379880952380952,0.0,1.0,7.5,1.0,0.0,0.0,0.0
2710,1,1,0.0,0.0,1.0,1.0,2.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.8562186855971686,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2711,0,1,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6113328247263847,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2712,1,1,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.3023378289771415,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2713,1,1,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.5831148276348628,1.0,0.0,3.5,0.0,1.0,1.0,1.0
2714,0,1,0.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0.15349747474747466,0.0,1.0,10.5,0.0,0.0,0.0,0.0
2715,1,1,0.0,0.0,0.0,1.0,2.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.5314682445360833,1.0,0.0,3.5,0.0,1.0,1.0,1.0
2716,0,1,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,0.3398038162817574,1.0,0.0,9.0,0.0,1.0,1.0,1.0
2717,1,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.30551463488582065,0.0,1.0,3.5,0.0,0.0,0.0,0.0
2718,1,1,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,1.0,0.0,0.0,0,0,0,0,0.9880000000000001,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2719,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.3188879160792772,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2720,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0,0,1,0.016874999999999998,0.0,1.0,18.0,0.0,0.0,0.0,0.0
2721,0,1,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6751767582360385,0.0,0.0,28.0,0.0,0.0,0.0,0.0
2722,1,1,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0.7596111111111111,1.0,1.0,3.0,0.0,0.0,0.0,0.0
2723,0,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.16044506237727066,0.0,1.0,3.5,0.0,0.0,0.0,0.0
2724,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,1,0.3364015151515152,0.0,1.0,5.0,0.0,0.0,0.0,0.0
2725,1,1,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6173625514471499,1.0,1.0,7.5,0.0,1.0,0.0,0.0
2726,1,1,0.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6105254038437122,1.0,1.0,2.5,0.0,1.0,0.0,0.0
2727,1,1,0.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,0.7189166666666665,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2728,0,1,0.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,0.03,0.0,0.0,3.5,1.0,0.0,0.0,0.0
2729,0,1,0.0,0.0,1.0,0.0,4.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.12285714285714285,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2730,1,1,0.0,0.0,1.0,0.0,3.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7564087301587301,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2731,0,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.2848567287828756,1.0,0.0,3.0,0.0,0.0,0.0,0.0
2732,1,1,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,0,0.7811203004437115,1.0,1.0,0.5,0.0,0.0,0.0,0.0
2733,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,1,0.6656515151515149,1.0,0.0,2.0,0.0,1.0,1.0,1.0
2734,1,1,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0,0,0.15948845598845604,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2735,0,1,0.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.8761969494311194,1.0,0.0,0.5,0.0,0.0,0.0,0.0
2736,1,1,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6352442297741765,1.0,0.0,1.5,0.0,1.0,1.0,1.0
2737,0,1,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,1,1,1,0.9411825396825398,1.0,1.0,10.0,0.0,1.0,0.0,0.0
2738,0,1,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.628099475337721,1.0,0.0,2.0,1.0,1.0,1.0,0.0
2739,1,1,0.0,0.0,1.0,1.0,4.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0.92,1.0,0.0,4.5,0.0,0.0,0.0,0.0
2740,1,1,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.26027053289026897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,1,1,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.1513371142440624,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2742,1,1,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.3476441058941057,0.0,1.0,8.0,0.0,0.0,0.0,0.0
2743,1,1,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7220112324419077,1.0,1.0,5.5,0.0,0.0,0.0,0.0
2744,1,1,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,1,0.2552896825396824,0.0,0.0,3.0,1.0,0.0,0.0,0.0
2745,1,1,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.45645804588564426,1.0,1.0,6.0,0.0,0.0,0.0,0.0
2746,1,1,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6352442297741765,1.0,1.0,4.5,0.0,1.0,0.0,0.0
2747,0,1,1.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.8429599567099565,1.0,1.0,3.5,0.0,1.0,0.0,0.0
2748,1,1,0.0,1.0,0.0,1.0,2.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6598868348964796,1.0,0.0,7.0,0.0,1.0,0.0,0.0
2749,0,1,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6750592540188513,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2750,1,1,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.5459765333677452,1.0,0.0,6.0,0.0,0.0,0.0,0.0
2751,1,1,0.0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.5831148276348628,1.0,1.0,4.5,0.0,0.0,0.0,0.0
2752,1,1,0.0,0.0,0.0,1.0,6.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7368333333333333,1.0,0.0,0.5,0.0,0.0,0.0,0.0
2753,1,1,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.6072062551783274,0.0,1.0,3.5,0.0,0.0,0.0,0.0
2754,1,1,0.0,0.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.2517179046252818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,0,1,0.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.4198211652584416,0.0,1.0,10.0,0.0,0.0,0.0,0.0
2756,1,1,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.6072062551783274,1.0,1.0,4.5,0.0,0.0,0.0,0.0
2757,0,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7133793013600335,1.0,0.0,1.5,1.0,0.0,0.0,0.0
2758,1,1,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6706037608734952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,0,1,1.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6530753968253967,1.0,1.0,20.0,0.0,1.0,1.0,0.0
2760,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,0,0.23547780067631308,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2761,1,1,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.4887871454749417,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2762,1,1,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.5459765333677452,1.0,1.0,4.0,0.0,0.0,0.0,0.0
2763,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,1,0.4345061327561327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,0,1,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7116763223054444,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2765,1,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.22764208336731884,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2766,0,1,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7150052804456544,1.0,1.0,4.0,0.0,1.0,0.0,0.0
2767,1,1,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.3071120130953846,0.0,1.0,17.0,0.0,0.0,0.0,0.0
2768,0,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.33797785482912746,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2769,1,0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,0.7563440993788819,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2770,1,1,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6352442297741765,1.0,0.0,3.5,0.0,0.0,0.0,0.0
2771,1,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6874814209532224,0.0,1.0,6.0,0.0,0.0,0.0,0.0
2772,1,1,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7369522511125822,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2773,0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,0,0.7995028554781043,1.0,1.0,2.5,0.0,0.0,0.0,0.0
2774,1,1,1.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0.21789743589743588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.194563977826466,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2776,0,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,0.6837217298733281,1.0,0.0,3.5,0.0,1.0,1.0,1.0
2777,1,1,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6678189842078317,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2778,1,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0.2566640211640211,1.0,1.0,8.0,0.0,1.0,0.0,0.0
2779,1,1,0.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.25355372405372406,1.0,0.0,7.0,0.0,0.0,0.0,0.0
2780,0,1,0.0,0.0,0.0,1.0,2.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,0.05069607843137255,0.0,0.0,4.0,1.0,0.0,0.0,0.0
2781,1,1,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6173625514471499,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2782,1,1,0.0,1.0,1.0,0.0,3.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7769424603174603,1.0,0.0,10.0,0.0,0.0,0.0,0.0
2783,0,1,0.0,0.0,1.0,1.0,3.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.9919999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2784,0,1,0.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.637516899421385,1.0,0.0,4.0,0.0,0.0,0.0,0.0
2785,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.17233333333333334,0.0,0.0,7.0,1.0,0.0,0.0,0.0
2786,1,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.3782774310077339,0.0,0.0,7.0,0.0,0.0,0.0,0.0
2787,0,1,1.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.47722438672438655,1.0,1.0,5.0,0.0,0.0,0.0,0.0
2788,1,1,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7427518198488741,1.0,1.0,6.0,0.0,0.0,0.0,0.0
2789,1,1,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6706037608734952,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2790,1,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,1,0.23923015873015863,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2791,0,0,1.0,1.0,0.0,1.0,5.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.9733333333333334,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2792,1,1,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6173625514471499,1.0,1.0,8.0,0.0,0.0,0.0,0.0
2793,1,1,0.0,0.0,0.0,1.0,6.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.84,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2794,0,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7133793013600335,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2795,0,1,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,0.4874523809523809,1.0,0.0,12.0,1.0,0.0,0.0,0.0
2796,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.36611766172477894,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2797,0,1,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,0.8568901371404744,1.0,0.0,0.5,0.0,0.0,0.0,0.0
2798,1,1,1.0,0.0,1.0,0.0,2.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.17710858585858577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2799,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.9091439335518282,1.0,1.0,11.0,1.0,1.0,1.0,0.0
2800,1,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.32950321539199395,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2801,0,1,0.0,0.0,0.0,1.0,2.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1.0,1.0,1.0,2.5,0.0,1.0,0.0,0.0
2802,1,1,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7220112324419077,1.0,0.0,2.0,0.0,1.0,1.0,1.0
2803,0,1,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0.853262130551604,1.0,1.0,7.0,0.0,1.0,0.0,0.0
2804,1,1,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,0,0.370297619047619,0.0,0.0,3.5,0.0,0.0,0.0,0.0
2805,1,1,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.26027053289026897,1.0,1.0,4.5,0.0,1.0,1.0,0.0
2806,0,1,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.2785477527122069,1.0,1.0,5.0,0.0,1.0,0.0,0.0
2807,1,1,0.0,1.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.3023378289771415,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2808,1,1,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6678189842078317,1.0,0.0,8.0,0.0,0.0,0.0,0.0
2809,1,1,0.0,1.0,1.0,0.0,2.0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0.18844841269841262,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2810,1,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.3858740291954691,0.0,1.0,6.5,0.0,0.0,0.0,0.0
2811,0,1,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7150052804456544,1.0,0.0,8.0,0.0,0.0,0.0,0.0
