index,female,born_germany,parent_nongermany,sportsclub_4_7,music_4_7,urban,anz_osiblings,yob_1998.0,yob_1999.0,yob_2000.0,yob_2001.0,yob_2002.0,yob_2003.0,abi_p,real_p,haupt_p,kindergarten_stats_unknown,parent_nongerman_unknown,education_unknown,anz_osiblings_unknown,ps,treat,sportsclub,sport_hrs,oweight,kommheard,kommgotten,kommused
97,0,1,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.2341425580821831,0.0,0.0,0.5,1.0,0.0,0.0,0.0
98,0,1,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6013299571130425,1.0,0.0,3.0,0.0,0.0,0.0,0.0
99,1,1,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7427518198488741,0.0,1.0,6.0,0.0,0.0,0.0,0.0
100,0,1,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6751767582360385,1.0,1.0,5.0,0.0,1.0,1.0,0.0
101,1,1,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6173625514471499,0.0,0.0,6.0,0.0,0.0,0.0,0.0
102,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,1,0,1,1,0.7420458152958151,1.0,0.0,3.0,1.0,0.0,0.0,0.0
103,0,0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.9934999999999999,1.0,0.0,5.0,0.0,0.0,0.0,0.0
104,1,1,0.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.48193589869073106,0.0,1.0,10.0,0.0,0.0,0.0,0.0
105,0,1,0.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,1,0.6346133972236911,0.0,0.0,2.5,0.0,0.0,0.0,0.0
106,1,1,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,0,0.9653589743589742,1.0,0.0,1.0,1.0,0.0,0.0,0.0
107,1,1,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.7113368020868017,1.0,0.0,0.0,1.0,0.0,0.0,0.0
108,1,1,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.75824889117995,0.0,0.0,0.5,0.0,1.0,0.0,0.0
109,0,1,0.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,1.0,0.0,0.0,0,0,0,0,0.5394166666666667,0.0,0.0,3.0,0.0,0.0,0.0,0.0
110,0,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,0.7842709235209235,1.0,0.0,8.0,0.0,1.0,1.0,0.0
111,0,1,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6097144739349278,1.0,0.0,2.0,0.0,1.0,0.0,0.0
112,1,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.34225895696991204,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,1,1,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.28020052955242813,1.0,1.0,2.5,0.0,0.0,0.0,0.0
114,0,1,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,0.5186666666666666,0.0,1.0,8.0,1.0,0.0,0.0,0.0
115,1,1,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.7985425685425686,1.0,0.0,7.0,0.0,0.0,0.0,0.0
116,0,1,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.28645977164330405,0.0,0.0,2.0,0.0,0.0,0.0,0.0
117,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.3188879160792772,1.0,1.0,1.0,1.0,0.0,0.0,0.0
118,1,1,0.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.6887763755851989,1.0,0.0,3.0,0.0,1.0,0.0,0.0
119,0,1,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.6997211657072552,1.0,0.0,1.5,0.0,1.0,1.0,1.0
120,1,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.28604241510273853,0.0,0.0,0.5,0.0,0.0,0.0,0.0
121,0,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.39499311827909084,1.0,1.0,12.0,0.0,1.0,1.0,1.0
122,1,1,0.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.248281746031746,0.0,0.0,2.0,0.0,0.0,0.0,0.0
123,1,1,0.0,1.0,1.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,1,0.8701995226995222,0.0,1.0,7.0,0.0,0.0,0.0,0.0
124,1,1,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.6127094990906766,1.0,0.0,2.0,0.0,0.0,0.0,0.0
125,1,1,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.6575805550255516,1.0,1.0,3.0,0.0,1.0,0.0,0.0
126,1,1,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.6072062551783274,1.0,1.0,7.0,0.0,1.0,0.0,0.0
127,0,1,1.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.011543859649122808,0.0,1.0,7.0,0.0,0.0,0.0,0.0
128,1,1,0.0,1.0,0.0,1.0,2.0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.672958959341312,1.0,1.0,3.0,0.0,0.0,0.0,0.0
129,1,1,0.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,0,0.481547619047619,1.0,1.0,16.0,1.0,0.0,0.0,0.0
130,0,1,0.0,0.0,1.0,1.0,2.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.7781199111346168,1.0,0.0,1.5,0.0,0.0,0.0,0.0
131,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,0,0.194563977826466,0.0,1.0,5.0,0.0,0.0,0.0,0.0
132,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,0.18078821178821172,0.0,0.0,6.0,0.0,0.0,0.0,0.0
133,1,1,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.26027053289026897,0.0,1.0,12.0,0.0,0.0,0.0,0.0
134,1,1,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0.7985425685425686,1.0,1.0,10.5,0.0,0.0,0.0,0.0
135,0,1,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0.0,1.0,0.0,0,0,0,0,0.9257857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,0,0.30269251334823366,0.0,0.0,0.5,1.0,0.0,0.0,0.0
137,1,1,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,1.0,0.0,0.0,1,0,0,0,0.20728571428571427,0.0,0.0,3.0,0.0,0.0,0.0,0.0
138,0,1,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,1.0,0.0,0.0,0,0,0,0,0.03716666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
