Outcome Variable,ATE,AI Standard Error
oweight,-0.012134473841257211,0.009820368373295004
sportsclub,0.009946290033817386,0.01374866477618032
sport_hrs,-0.08782574099860752,0.1181870016549064
kommheard,0.38909886612293615,0.010156523793445288
kommgotten,0.23930773821364631,0.008555445832553037
kommused,0.14700616669982097,0.007115593972852987
