Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,-0.01472050925004973,0.009872202579047718,-1.4911068864502257
sportsclub,-0.0031828128108215637,0.013788600994430389,-0.23082927790188382
sport_hrs,-0.10781778396658047,0.1177344386113346,-0.9157709947767192
kommheard,0.38233538889994034,0.010308936025711889,37.08776424127028
kommgotten,0.2309528545852397,0.008764088039401366,26.352183312961678
kommused,0.13865128307141436,0.007355091453198674,18.85106173780014
