Outcome Variable,ATE,AI Standard Error
oweight,0.038923594425756845,0.009855985848885678
sportsclub,-0.04757328207592504,0.015133641045288403
sport_hrs,-0.38863527150408456,0.14326142916822082
kommheard,0.3945218644882268,0.011322633759257784
kommgotten,0.23618452666987025,0.009737099916264048
kommused,0.14175876982220087,0.00821706478432064
