Outcome Variable,ATE,AI Standard Error
oweight,-0.009349512631788343,0.009756447903395107
sportsclub,-0.030037795902128506,0.013868924923183116
sport_hrs,0.1807240899144619,0.11510849729441872
kommheard,0.3721901730654466,0.010494411466505966
kommgotten,0.2309528545852397,0.008764088039401366
kommused,0.13865128307141436,0.007349708265629319
