Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,-0.06073619631901841,0.010648672292285735,-5.7036402897869065
sportsclub,-0.13476482617586913,0.014029922318819965,-9.605529033834593
sport_hrs,-0.0015337423312883436,0.11371172827614581,-0.013487987163150774
kommheard,0.37300613496932516,0.01066552060741164,34.97308276823517
kommgotten,0.234560327198364,0.008837060045500146,26.542801111530608
kommused,0.1411042944785276,0.0074239532967921495,19.006624750656503
