Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,-0.00258603540879252,0.009625749619094699,-0.26865807974711653
sportsclub,-0.028446389496717725,0.013731403035826388,-2.071630220342284
sport_hrs,0.04505669385319276,0.11002028493970148,0.40953078678070015
kommheard,0.37776009548438433,0.010363044813468595,36.45261622273589
kommgotten,0.2359259996021484,0.008624516101072958,27.35527383070192
kommused,0.14362442808832304,0.007206374672913426,19.9301916160651
