Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,-0.04401513642700657,0.010166408027727183,-4.329467822554694
sportsclub,-0.20454092810197172,0.013384335131439442,-15.282113462738288
sport_hrs,-0.02997410874327823,0.10318755504043639,-0.29048181955209806
kommheard,0.4064927305317666,0.009803983062362446,41.4619984496194
kommgotten,0.2401911969727146,0.008526952484511638,28.16846902911656
kommused,0.14758016331408086,0.007079521522262033,20.846064645753966
