Outcome Variable,ATE,AI Standard Error
oweight,-0.00258603540879252,0.009625749619094699
sportsclub,-0.028446389496717725,0.013731403035826388
sport_hrs,0.04505669385319276,0.11002028493970148
kommheard,0.37776009548438433,0.010363044813468595
kommgotten,0.2359259996021484,0.008624516101072958
kommused,0.14362442808832304,0.007206374672913426
