Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,0.00696240302367217,0.009515219752487,0.7317122677962746
sportsclub,-0.027451760493335985,0.013859128682304803,-1.9807710226679776
sport_hrs,-0.12114581261189576,0.12165848166921574,-0.9957859982281063
kommheard,0.38333001790332205,0.010251974683819129,37.39084710268926
kommgotten,0.23731848020688284,0.008598643943599146,27.599524036989965
kommused,0.14561368609508654,0.007148958389350192,20.36851778463382
