Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,-0.009208103130755065,0.009908282486309743,-0.9293339328463722
sportsclub,-0.026396562308164517,0.014084046813118506,-1.8742171663031955
sport_hrs,0.05310006138735421,0.11506985324313349,0.4614593648186722
kommheard,0.32760384694086353,0.011435181322092236,28.64876714354745
kommgotten,0.23183957438101085,0.008884906252536618,26.093643285748936
kommused,0.13955391855944344,0.007459250691395671,18.70883877390264
