Outcome Variable,ATE,AI Standard Error,test_statistics
oweight,-0.009349512631788343,0.009756447903395107,-0.958290632447783
sportsclub,-0.030037795902128506,0.013868924923183116,-2.1658344874243074
sport_hrs,0.1807240899144619,0.11510849729441872,1.5700325706816842
kommheard,0.3721901730654466,0.010494411466505966,35.465559383995114
kommgotten,0.2309528545852397,0.008764088039401366,26.352183312961678
kommused,0.13865128307141436,0.007349708265629319,18.864868925452832
