Outcome Variable,ATE,AI Standard Error
oweight,-0.044802867383512544,0.010263182123057565
sportsclub,0.03962564715252887,0.013669788012972155
sport_hrs,0.14446435682994824,0.11556909723971394
kommheard,0.3884906411788132,0.01015624075661474
kommgotten,0.23954599761051373,0.008542803201305715
kommused,0.14755077658303464,0.007078233686324203
