Outcome Variable,ATE,AI Standard Error
oweight,-0.006291946308724832,0.009992860976908723
sportsclub,-0.053481543624161076,0.01412582014363386
sport_hrs,0.1568791946308725,0.1133134413489843
kommheard,0.37856543624161076,0.010634300467573929
kommgotten,0.2376258389261745,0.008846650966028614
kommused,0.14618288590604026,0.007407388051648797
